name,mana_cost,cmc,type_line,power,toughness,colors,color_identity,produced_mana
Undead Warchief,{2}{B}{B},4.0,Creature — Zombie,1,1,['B'],['B'],
Gliding Licid,{2}{U},3.0,Creature — Licid,2,2,['U'],['U'],
Index,{U},1.0,Sorcery,,,['U'],['U'],
Chainer's Edict,{1}{B},2.0,Sorcery,,,['B'],['B'],
Lhurgoyf,{2}{G}{G},4.0,Creature — Lhurgoyf,*,1+*,['G'],['G'],
"Elspeth, Knight-Errant Emblem",,0.0,Emblem — Elspeth,,,[],[],
Mycoloth,{3}{G}{G},5.0,Creature — Fungus,4,4,['G'],['G'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Ember-Fist Zubera,{1}{R},2.0,Creature — Zubera Spirit,1,2,['R'],['R'],
Weaponized Scrap,{4},4.0,Artifact Creature — Construct,6,6,[],[],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Secret Plans,{G}{U},2.0,Enchantment,,,"['G', 'U']","['G', 'U']",
Spider,,0.0,Token Creature — Spider,1,2,['G'],['G'],
Prized Elephant,{3}{W},4.0,Creature — Elephant,3,3,['W'],"['G', 'W']",
Pikemen,{1}{W},2.0,Creature — Human Soldier,1,1,['W'],['W'],
Magmaw,{3}{R}{R},5.0,Creature — Elemental,4,4,['R'],['R'],
"Niv-Mizzet, the Firemind",{2}{U}{U}{R}{R},6.0,Legendary Creature — Dragon Wizard,4,4,"['R', 'U']","['R', 'U']",
Errantry,{1}{R},2.0,Enchantment — Aura,,,['R'],['R'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Stinging Lionfish,{1}{U},2.0,Enchantment Creature — Fish,2,1,['U'],['U'],
Rude Awakening,{4}{G},5.0,Sorcery,,,['G'],['G'],
Torment of Scarabs,{3}{B},4.0,Enchantment — Aura Curse,,,['B'],['B'],
Blizzard Specter,{2}{U}{B},4.0,Snow Creature — Specter,2,3,"['B', 'U']","['B', 'U']",
Canyon Wildcat,{1}{R},2.0,Creature — Cat,2,1,['R'],['R'],
Pull Under,{5}{B},6.0,Instant — Arcane,,,['B'],['B'],
The Wretched,{3}{B}{B},5.0,Creature — Demon,2,5,['B'],['B'],
Drakewing Krasis,{1}{G}{U},3.0,Creature — Lizard Drake,3,1,"['G', 'U']","['G', 'U']",
Reaper of the Wilds,{2}{B}{G},4.0,Creature — Gorgon,4,5,"['B', 'G']","['B', 'G']",
Overwhelm,{5}{G}{G},7.0,Sorcery,,,['G'],['G'],
"Kess, Dissident Mage",{1}{U}{B}{R},4.0,Legendary Creature — Human Wizard,3,4,"['B', 'R', 'U']","['B', 'R', 'U']",
One with the Machine,{3}{U},4.0,Sorcery,,,['U'],['U'],
Shambling Remains,{1}{B}{R},3.0,Creature — Zombie Horror,4,3,"['B', 'R']","['B', 'R']",
Die Young,{1}{B},2.0,Sorcery,,,['B'],['B'],
Will-Forged Golem,{6},6.0,Artifact Creature — Golem,4,4,[],[],
Bojuka Bog,,0.0,Land,,,[],['B'],['B']
Viashino Sandstalker,{1}{R}{R},3.0,Creature — Viashino Warrior,4,2,['R'],['R'],
Green Sun's Zenith,{X}{G},1.0,Sorcery,,,['G'],['G'],
Force of Vigor,{2}{G}{G},4.0,Instant,,,['G'],['G'],
Spiteful Returned,{1}{B},2.0,Enchantment Creature — Zombie,1,1,['B'],['B'],
Scaled Behemoth,{4}{G}{G},6.0,Creature — Crocodile,6,7,['G'],['G'],
Lightning Shrieker,{4}{R},5.0,Creature — Dragon,5,5,['R'],['R'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Predatory Nightstalker,{3}{B}{B},5.0,Creature — Nightstalker,3,2,['B'],['B'],
Planewide Disaster,,0.0,Phenomenon,,,[],[],
"Boseiju, Who Shelters All",,0.0,Legendary Land,,,[],[],['C']
Dune Diviner,{2}{G},3.0,Creature — Naga Cleric,2,3,['G'],['G'],
Thallid,{G},1.0,Creature — Fungus,1,1,['G'],['G'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Cryptic Command,{1}{U}{U}{U},4.0,Instant,,,['U'],['U'],
Minds Aglow,{U},1.0,Sorcery,,,['U'],['U'],
Evermind,,0.0,Instant — Arcane,,,['U'],['U'],
Seeker of the Way,{1}{W},2.0,Creature — Human Warrior,2,2,['W'],['W'],
Resurgent Belief,,0.0,Sorcery,,,['W'],['W'],
Rag Man,{2}{B}{B},4.0,Creature — Human Minion,2,1,['B'],['B'],
Relentless Hunter,{1}{R}{G},3.0,Creature — Human Warrior,3,3,"['G', 'R']","['G', 'R']",
"Noyan Dar, Roil Shaper",{3}{W}{U},5.0,Legendary Creature — Merfolk Ally,4,4,"['U', 'W']","['U', 'W']",
Sentry of the Underworld,{3}{W}{B},5.0,Creature — Griffin Skeleton,3,3,"['B', 'W']","['B', 'W']",
Ivy Seer,{3}{G},4.0,Creature — Elf Wizard,1,1,['G'],['G'],
Sightless Ghoul,{3}{B},4.0,Creature — Zombie Soldier,2,2,['B'],['B'],
Jokulhaups,{4}{R}{R},6.0,Sorcery,,,['R'],['R'],
"Gavi, Nest Warden",{2}{U}{R}{W},5.0,Legendary Creature — Human Shaman,2,5,"['R', 'U', 'W']","['R', 'U', 'W']",
Bottle Gnomes,{3},3.0,Artifact Creature — Gnome,1,3,[],[],
Field of Souls,{2}{W}{W},4.0,Enchantment,,,['W'],['W'],
Sacred White Deer,{1}{G},2.0,Creature — Elk,2,2,['G'],['G'],
Pillar of Light,{2}{W},3.0,Instant,,,['W'],['W'],
Jungle Hollow,,0.0,Land,,,[],"['B', 'G']","['B', 'G']"
Grotesque Mutation,{1}{B},2.0,Instant,,,['B'],['B'],
Disdainful Stroke,{1}{U},2.0,Instant,,,['U'],['U'],
Soul Collector,{3}{B}{B},5.0,Creature — Vampire,3,4,['B'],['B'],
Nullpriest of Oblivion,{1}{B},2.0,Creature — Vampire Cleric,2,1,['B'],['B'],
Dauthi Marauder,{2}{B},3.0,Creature — Dauthi Minion,3,1,['B'],['B'],
Emeria Angel,{2}{W}{W},4.0,Creature — Angel,3,3,['W'],['W'],
Giant,,0.0,Token Creature — Giant,4,4,['R'],['R'],
Vendilion Clique,{1}{U}{U},3.0,Legendary Creature — Faerie Wizard,3,1,['U'],['U'],
Rude Awakening,{4}{G},5.0,Sorcery,,,['G'],['G'],
Nip Gwyllion,{W/B},1.0,Creature — Hag,1,1,"['B', 'W']","['B', 'W']",
Bravado,{1}{R},2.0,Enchantment — Aura,,,['R'],['R'],
Isperia's Skywatch,{5}{U},6.0,Creature — Vedalken Knight,3,3,['U'],['U'],
Mardu Heart-Piercer,{3}{R},4.0,Creature — Human Archer,2,3,['R'],['R'],
Ephemerate // Ephemerate,,0.0,Card // Card,,,,[],
Serendib Efreet,{2}{U},3.0,Creature — Efreet,3,4,['U'],['U'],
Sphere of Resistance,{2},2.0,Artifact,,,[],[],
Pegasus,,0.0,Token Creature — Pegasus,1,1,['W'],['W'],
Blossoming Sands,,0.0,Land,,,[],"['G', 'W']","['G', 'W']"
"Heliod, Sun-Crowned",{2}{W},3.0,Legendary Enchantment Creature — God,5,5,['W'],['W'],
Hour of Revelation,{3}{W}{W}{W},6.0,Sorcery,,,['W'],['W'],
Thorned Moloch,{2}{R},3.0,Creature — Lizard,2,2,['R'],['R'],
Lifespring Druid,{2}{G},3.0,Creature — Elf Druid,2,1,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Scheming Symmetry,{B},1.0,Sorcery,,,['B'],['B'],
Drown in the Loch,{U}{B},2.0,Instant,,,"['B', 'U']","['B', 'U']",
Silverquill Silencer,{W}{B},2.0,Creature — Human Cleric,3,2,"['B', 'W']","['B', 'W']",
Rorix Bladewing,{3}{R}{R}{R},6.0,Legendary Creature — Dragon,6,5,['R'],['R'],
Noxious Dragon,{4}{B}{B},6.0,Creature — Dragon,4,4,['B'],['B'],
Arcane Signet,{2},2.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Mistmeadow Witch,{1}{W/U},2.0,Creature — Kithkin Wizard,1,1,"['U', 'W']","['U', 'W']",
Elf Druid,,0.0,Token Creature — Elf Druid,1,1,['G'],['G'],['G']
Krosan Tusker,{5}{G}{G},7.0,Creature — Boar Beast,6,5,['G'],['G'],
"Oathkeeper, Takeno's Daisho",{3},3.0,Legendary Artifact — Equipment,,,[],[],
Magma Sliver,{3}{R},4.0,Creature — Sliver,3,3,['R'],['R'],
Hymn to Tourach,{B}{B},2.0,Sorcery,,,['B'],['B'],
Gilded Light,{1}{W},2.0,Instant,,,['W'],['W'],
Dictate of Kruphix,{1}{U}{U},3.0,Enchantment,,,['U'],['U'],
Timid Drake,{2}{U},3.0,Creature — Drake,3,3,['U'],['U'],
Timetwister,{2}{U},3.0,Sorcery,,,['U'],['U'],
Earthquake,{X}{R},1.0,Sorcery,,,['R'],['R'],
Purphoros's Intervention,{X}{R},1.0,Sorcery,,,['R'],['R'],
Academic Probation,{1}{W},2.0,Sorcery — Lesson,,,['W'],['W'],
Lightwalker,{1}{W},2.0,Creature — Human Warrior,2,1,['W'],['W'],
Fervent Champion,{R},1.0,Creature — Human Knight,1,1,['R'],['R'],
Grotag Siege-Runner,{1}{R},2.0,Creature — Goblin Rogue,2,1,['R'],['R'],
Battle Squadron,{3}{R}{R},5.0,Creature — Goblin,*,*,['R'],['R'],
Caller of the Claw,{2}{G},3.0,Creature — Elf,2,2,['G'],['G'],
Hardened Scales,{G},1.0,Enchantment,,,['G'],['G'],
Burning Prophet,{1}{R},2.0,Creature — Human Wizard,1,3,['R'],['R'],
Osai Vultures,{1}{W},2.0,Creature — Bird,1,1,['W'],['W'],
Llanowar Elves,{G},1.0,Creature — Elf Druid,1,1,['G'],['G'],['G']
Relic Crush,{4}{G},5.0,Instant,,,['G'],['G'],
Break the Ice,{B}{B},2.0,Sorcery,,,['B'],['B'],
"Kroxa, Titan of Death's Hunger",{B}{R},2.0,Legendary Creature — Elder Giant,6,6,"['B', 'R']","['B', 'R']",
Gilded Sentinel,{4},4.0,Artifact Creature — Golem,3,3,[],[],
Dig Through Time,{6}{U}{U},8.0,Instant,,,['U'],['U'],
Thicket Basilisk,{3}{G}{G},5.0,Creature — Basilisk,2,4,['G'],['G'],
Archipelagore,{5}{U}{U},7.0,Creature — Leviathan,7,7,['U'],['U'],
Turn // Burn,{2}{U} // {1}{R},5.0,Instant // Instant,,,"['R', 'U']","['R', 'U']",
Wasteland Scorpion,{2}{B},3.0,Creature — Scorpion,2,2,['B'],['B'],
Lure,{1}{G}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Ornithopter,{0},0.0,Artifact Creature — Thopter,0,2,[],[],
Rampant Growth,{1}{G},2.0,Sorcery,,,['G'],['G'],
Hellkite Igniter,{5}{R}{R},7.0,Creature — Dragon,5,5,['R'],['R'],
"Zabaz, the Glimmerwasp // Zabaz, the Glimmerwasp",,0.0,Card // Card,,,,[],
Tendrils of Corruption,{3}{B},4.0,Instant,,,['B'],['B'],
Skirsdag High Priest,{1}{B},2.0,Creature — Human Cleric,1,2,['B'],['B'],
Hamletback Goliath,{6}{R},7.0,Creature — Giant Warrior,6,6,['R'],['R'],
Trained Jackal,{G},1.0,Creature — Jackal,1,2,['G'],['G'],
"Ith, High Arcanist",{5}{W}{U},7.0,Legendary Creature — Human Wizard,3,5,"['U', 'W']","['U', 'W']",
Book Devourer,{5}{R},6.0,Creature — Beast,4,5,['R'],['R'],
Harsh Deceiver,{3}{W},4.0,Creature — Spirit,1,4,['W'],['W'],
Logic Knot,{X}{U}{U},2.0,Instant,,,['U'],['U'],
Deep Analysis,{3}{U},4.0,Sorcery,,,['U'],['U'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
"Silvos, Rogue Elemental",{3}{G}{G}{G},6.0,Legendary Creature — Elemental,8,5,['G'],['G'],
Jungle Hollow,,0.0,Land,,,[],"['B', 'G']","['B', 'G']"
Dauntless Aven,{2}{W},3.0,Creature — Bird Warrior,2,1,['W'],['W'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Faerie Rogue,,0.0,Token Creature — Faerie Rogue,1,1,['B'],['B'],
Icy Manipulator,{4},4.0,Artifact,,,[],[],
Drudge Skeletons,{1}{B},2.0,Creature — Skeleton,1,1,['B'],['B'],
Sentinel Spider,{3}{G}{G},5.0,Creature — Spider,4,4,['G'],['G'],
Birds of Paradise,{G},1.0,Creature — Bird,0,1,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Death-Mask Duplicant,{7},7.0,Artifact Creature — Shapeshifter,5,5,[],[],
"Anya, Merciless Angel",{3}{R}{W},5.0,Legendary Creature — Angel,4,4,"['R', 'W']","['R', 'W']",
Swashbuckling,{1}{R},2.0,Enchantment — Aura,,,['R'],['R'],
Mortarpod,{2},2.0,Artifact — Equipment,,,[],[],
Blood Burglar,{1}{B},2.0,Creature — Vampire Rogue,2,2,['B'],['B'],
Urza's Avenger,{6},6.0,Artifact Creature — Shapeshifter,4,4,[],[],
Death Mutation,{6}{B}{G},8.0,Sorcery,,,"['B', 'G']","['B', 'G']",
Arbiter of the Ideal,{4}{U}{U},6.0,Creature — Sphinx,4,5,['U'],['U'],
Echoing Ruin,{1}{R},2.0,Sorcery,,,['R'],['R'],
Whirlpool Warrior,{2}{U},3.0,Creature — Merfolk Warrior,2,2,['U'],"['R', 'U']",
Masked Admirers,{2}{G}{G},4.0,Creature — Elf Shaman,3,2,['G'],['G'],
Opulent Palace,,0.0,Land,,,[],"['B', 'G', 'U']","['B', 'G', 'U']"
Lord of the Pit,{4}{B}{B}{B},7.0,Creature — Demon,7,7,['B'],['B'],
Rumbling Aftershocks,{4}{R},5.0,Enchantment,,,['R'],['R'],
Necromaster Dragon,{3}{U}{B},5.0,Creature — Dragon,4,4,"['B', 'U']","['B', 'U']",
Soul Separator,{3},3.0,Artifact,,,[],[],
Feroz's Ban,{6},6.0,Artifact,,,[],[],
Planeswalker's Mirth,{2}{W},3.0,Enchantment,,,['W'],['W'],
Call to Heel,{1}{U},2.0,Instant,,,['U'],['U'],
Black Knight,{B}{B},2.0,Creature — Human Knight,2,2,['B'],['B'],
Bat,,0.0,Token Creature — Bat,1,1,['B'],['B'],
Suspicious Bookcase,{2},2.0,Artifact Creature — Wall,0,4,[],[],
Torch Courier,{R},1.0,Creature — Goblin,1,1,['R'],['R'],
Spike Weaver,{2}{G}{G},4.0,Creature — Spike,0,0,['G'],['G'],
Erg Raiders,{1}{B},2.0,Creature — Human Warrior,2,3,['B'],['B'],
Blatant Thievery,{4}{U}{U}{U},7.0,Sorcery,,,['U'],['U'],
Inexorable Blob,{2}{G},3.0,Creature — Ooze,3,3,['G'],['G'],
Beneath the Sands,{2}{G},3.0,Sorcery,,,['G'],['G'],
Raugrin Triome,,0.0,Land — Island Mountain Plains,,,[],"['R', 'U', 'W']","['R', 'U', 'W']"
Ironscale Hydra,{3}{G}{G},5.0,Creature — Hydra,5,5,['G'],['G'],
Eternal Isolation,{1}{W},2.0,Sorcery,,,['W'],['W'],
Phantasmal Forces,{3}{U},4.0,Creature — Illusion,4,1,['U'],['U'],
Quandrix Command,{1}{G}{U},3.0,Instant,,,"['G', 'U']","['G', 'U']",
Woodland Champion,{1}{G},2.0,Creature — Elf Scout,2,2,['G'],['G'],
Squad Commander,{3}{W},4.0,Creature — Kor Warrior,3,3,['W'],['W'],
Star of Extinction,{5}{R}{R},7.0,Sorcery,,,['R'],['R'],
Treetop Village,,0.0,Land,,,[],['G'],['G']
Spineless Thug,{1}{B},2.0,Creature — Phyrexian Zombie Mercenary,2,2,['B'],['B'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Chandra's Revolution,{3}{R},4.0,Sorcery,,,['R'],['R'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Mind Rot,{2}{B},3.0,Sorcery,,,['B'],['B'],
Lord of the Pit,{4}{B}{B}{B},7.0,Creature — Demon,7,7,['B'],['B'],
Guardian's Magemark,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Homicidal Seclusion,{4}{B},5.0,Enchantment,,,['B'],['B'],
Xantid Swarm,{G},1.0,Creature — Insect,0,1,['G'],['G'],
Jade Statue,{4},4.0,Artifact,,,[],[],
Blightstep Pathway // Searstep Pathway,,0.0,Land // Land,,,,"['B', 'R']",['B']
Samite Sanctuary,{2}{W},3.0,Enchantment,,,['W'],['W'],
Horizon Drake,{1}{U}{U},3.0,Creature — Drake,3,1,['U'],['U'],
Dimir Informant,{2}{U},3.0,Creature — Human Rogue,1,4,['U'],['U'],
Infernal Darkness,{2}{B}{B},4.0,Enchantment,,,['B'],['B'],
Bedlam Reveler,{6}{R}{R},8.0,Creature — Devil Horror,3,4,['R'],['R'],
Green Sun's Zenith,{X}{G},1.0,Sorcery,,,['G'],['G'],
Thraben Foulbloods,{2}{B},3.0,Creature — Zombie Dog,3,2,['B'],['B'],
Horde of Boggarts,{3}{R},4.0,Creature — Goblin,*,*,['R'],['R'],
"Rielle, the Everwise",{1}{U}{R},3.0,Legendary Creature — Human Wizard,0,3,"['R', 'U']","['R', 'U']",
Scavenging Scarab,{3}{B},4.0,Creature — Insect,3,3,['B'],['B'],
Hurly-Burly,{1}{R},2.0,Sorcery,,,['R'],['R'],
Ranger's Guile,{G},1.0,Instant,,,['G'],['G'],
"Extus, Oriq Overlord // Extus, Oriq Overlord",,0.0,Card // Card,,,,[],
Taoist Mystic,{2}{G},3.0,Creature — Human Mystic,2,2,['G'],['G'],
Abu Ja'far,{W},1.0,Creature — Human,0,1,['W'],['W'],
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
"Mu Yanling, Sky Dancer",{1}{U}{U},3.0,Legendary Planeswalker — Yanling,,,['U'],['U'],
Shape the Sands,{G},1.0,Instant,,,['G'],['G'],
Meddle,{1}{U},2.0,Instant,,,['U'],['U'],
Yore-Tiller Nephilim,{W}{U}{B}{R},4.0,Creature — Nephilim,2,2,"['B', 'R', 'U', 'W']","['B', 'R', 'U', 'W']",
Golgari Guildgate,,0.0,Land — Gate,,,[],"['B', 'G']","['B', 'G']"
Marshland Bloodcaster,{4}{B},5.0,Creature — Vampire Warlock,3,5,['B'],['B'],
Cataclysm,{2}{W}{W},4.0,Sorcery,,,['W'],['W'],
Incandescent Soulstoke,{2}{R},3.0,Creature — Elemental Shaman,2,2,['R'],['R'],
Rush of Adrenaline,{R},1.0,Instant,,,['R'],['R'],
Gifts Ungiven,{3}{U},4.0,Instant,,,['U'],['U'],
Divert,{U},1.0,Instant,,,['U'],['U'],
Abrupt Decay,{B}{G},2.0,Instant,,,"['B', 'G']","['B', 'G']",
Torrent of Souls,{4}{B/R},5.0,Sorcery,,,"['B', 'R']","['B', 'R']",
The Cauldron of Eternity,{10}{B}{B},12.0,Legendary Artifact,,,['B'],['B'],
Goblin Rimerunner,{2}{R},3.0,Snow Creature — Goblin Warrior,2,2,['R'],['R'],
Library of Leng,{1},1.0,Artifact,,,[],[],
Ravenous Chupacabra,{2}{B}{B},4.0,Creature — Beast Horror,2,2,['B'],['B'],
Locthwain Gargoyle,{1},1.0,Artifact Creature — Gargoyle,0,3,[],[],
Decision Paralysis,{3}{U},4.0,Instant,,,['U'],['U'],
Grim Flayer,{B}{G},2.0,Creature — Human Warrior,2,2,"['B', 'G']","['B', 'G']",
Ornithopter of Paradise,{2},2.0,Artifact Creature — Thopter,0,2,[],[],"['B', 'G', 'R', 'U', 'W']"
Silverback Ape,{3}{G}{G},5.0,Creature — Ape,5,5,['G'],['G'],
Flight,{U},1.0,Enchantment — Aura,,,['U'],['U'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Myr Superion,{2},2.0,Artifact Creature — Myr,5,6,[],[],
Jungle Shrine,,0.0,Land,,,[],"['G', 'R', 'W']","['G', 'R', 'W']"
Ooze,,0.0,Token Creature — Ooze,2,2,['G'],['G'],
Fire Elemental,{3}{R}{R},5.0,Creature — Elemental,5,4,['R'],['R'],
Sundering Titan,{8},8.0,Artifact Creature — Golem,7,10,[],[],
Blighted Agent,{1}{U},2.0,Creature — Phyrexian Human Rogue,1,1,['U'],['U'],
Grasp of Phantoms,{3}{U},4.0,Sorcery,,,['U'],['U'],
Eidolon of Obstruction,{1}{W},2.0,Enchantment Creature — Spirit,2,1,['W'],['W'],
Searing Spear,{1}{R},2.0,Instant,,,['R'],['R'],
Force of Will,{3}{U}{U},5.0,Instant,,,['U'],['U'],
Dragon Grip,{2}{R},3.0,Enchantment — Aura,,,['R'],['R'],
Veteran Armorer,{1}{W},2.0,Creature — Human Soldier,2,2,['W'],['W'],
Volcano Hellion,{2}{R}{R},4.0,Creature — Hellion,6,5,['R'],['R'],
Negate,{1}{U},2.0,Instant,,,['U'],['U'],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Armageddon Clock,{6},6.0,Artifact,,,[],[],
Sage-Eye Avengers,{4}{U}{U},6.0,Creature — Djinn Monk,4,5,['U'],['U'],
Dawn to Dusk,{2}{W}{W},4.0,Sorcery,,,['W'],['W'],
Urza's Blueprints,{6},6.0,Artifact,,,[],[],
First Response,{3}{W},4.0,Enchantment,,,['W'],['W'],
Momentous Fall,{2}{G}{G},4.0,Instant,,,['G'],['G'],
Elite Scaleguard,{4}{W},5.0,Creature — Human Soldier,2,3,['W'],['W'],
Wastes,,0.0,Basic Land,,,[],[],['C']
Auriok Replica,{3},3.0,Artifact Creature — Cleric,2,2,[],['W'],
Mirari's Wake,{3}{G}{W},5.0,Enchantment,,,"['G', 'W']","['G', 'W']","['B', 'G', 'R', 'U', 'W']"
Keeper of Keys,{3}{U}{U},5.0,Creature — Human Rogue Mutant,4,4,['U'],['U'],
Redwood Treefolk,{4}{G},5.0,Creature — Treefolk,3,6,['G'],['G'],
Bird Maiden,{2}{R},3.0,Creature — Human Bird,1,2,['R'],['R'],
Eye to Eye,{2}{B},3.0,Instant,,,['B'],['B'],
Villainous Ogre,{2}{B},3.0,Creature — Ogre Warrior,3,2,['B'],['B'],
Boros Swiftblade,{R}{W},2.0,Creature — Human Soldier,1,2,"['R', 'W']","['R', 'W']",
Whir of Invention,{X}{U}{U}{U},3.0,Instant,,,['U'],['U'],
Royal Herbalist,{W},1.0,Creature — Human Cleric,1,1,['W'],['W'],
Oracle's Vault,{4},4.0,Artifact,,,[],[],
Defy Death,{3}{W}{W},5.0,Sorcery,,,['W'],['W'],
Lowland Oaf,{3}{R},4.0,Creature — Giant Warrior,3,3,['R'],['R'],
Treasure Hunter,{2}{W},3.0,Creature — Human,2,2,['W'],['W'],
Dungeon Map,{3},3.0,Artifact,,,[],[],['C']
Slith Ascendant,{1}{W}{W},3.0,Creature — Slith,1,1,['W'],['W'],
Chorus of Woe,{B},1.0,Sorcery,,,['B'],['B'],
Qilin's Blessing,{W},1.0,Instant,,,['W'],['W'],
Reckless Waif // Merciless Predator,,1.0,Creature — Human Rogue Werewolf // Creature — Werewolf,,,,['R'],
Stonefare Crocodile,{2}{G},3.0,Creature — Crocodile,3,2,['G'],"['B', 'G']",
Karstoderm,{2}{G}{G},4.0,Creature — Beast,0,0,['G'],['G'],
Leonin Sanctifier,{1}{W},2.0,Creature — Cat Cleric,2,1,['W'],['W'],
Henge Guardian,{5},5.0,Artifact Creature — Dragon Wurm,3,4,[],[],
"Alhammarret, High Arbiter",{5}{U}{U},7.0,Legendary Creature — Sphinx,5,5,['U'],['U'],
Wind Drake,{2}{U},3.0,Creature — Drake,2,2,['U'],['U'],
Eternal Witness,{1}{G}{G},3.0,Creature — Human Shaman,2,1,['G'],['G'],
Necroskitter,{1}{B}{B},3.0,Creature — Elemental,1,4,['B'],['B'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Cathar's Companion,{2}{W},3.0,Creature — Dog,3,1,['W'],['W'],
Quandrix Apprentice,{G}{U},2.0,Creature — Human Wizard,2,2,"['G', 'U']","['G', 'U']",
Plains,,0.0,Basic Land — Plains,,,[],['W'],['W']
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Flying Carpet,{4},4.0,Artifact,,,[],[],
Shaper Apprentice,{1}{U},2.0,Creature — Merfolk Wizard,2,1,['U'],['U'],
Body of Knowledge,{3}{U}{U},5.0,Creature — Avatar,*,*,['U'],['U'],
Shadows of the Past,{1}{B},2.0,Enchantment,,,['B'],['B'],
Terror,{1}{B},2.0,Instant,,,['B'],['B'],
Radiant Fountain,,0.0,Land,,,[],[],['C']
Peregrine Griffin,{4}{W},5.0,Creature — Griffin,2,4,['W'],['W'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Sun Titan,{4}{W}{W},6.0,Creature — Giant,6,6,['W'],['W'],
Sage of Ancient Lore // Werewolf of Ancient Hunger,,5.0,Creature — Human Shaman Werewolf // Creature — Werewolf,,,,['G'],
Search for Tomorrow,{2}{G},3.0,Sorcery,,,['G'],['G'],
Dragon,,0.0,Token Creature — Dragon,5,5,['R'],['R'],
"Niv-Mizzet, the Firemind",{2}{U}{U}{R}{R},6.0,Legendary Creature — Dragon Wizard,4,4,"['R', 'U']","['R', 'U']",
White Sun's Zenith,{X}{W}{W}{W},3.0,Instant,,,['W'],['W'],
Sylvan Reclamation,{3}{G}{W},5.0,Instant,,,"['G', 'W']","['G', 'W']",
Silver Wyvern,{3}{U}{U},5.0,Creature — Drake,4,3,['U'],['U'],
Water Servant,{2}{U}{U},4.0,Creature — Elemental,3,4,['U'],['U'],
Mind Stone,{2},2.0,Artifact,,,[],[],['C']
Full Moon's Rise,{1}{G},2.0,Enchantment,,,['G'],['G'],
Nature's Lore,{1}{G},2.0,Sorcery,,,['G'],['G'],
Clockwork Condor,{4},4.0,Artifact Creature — Bird,0,0,[],[],
Wolf,,0.0,Token Creature — Wolf,2,2,['G'],['G'],
Imperious Perfect,{2}{G},3.0,Creature — Elf Warrior,2,2,['G'],['G'],
Primeval Protector,{10}{G},11.0,Creature — Avatar,10,10,['G'],['G'],
"Shessra, Death's Whisper",{2}{B}{G},4.0,Legendary Creature — Human Elf Warlock,1,3,"['B', 'G']","['B', 'G']",
Prismatic Geoscope,{5},5.0,Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Condemn,{W},1.0,Instant,,,['W'],['W'],
"Lavinia, Azorius Renegade",{W}{U},2.0,Legendary Creature — Human Soldier,2,2,"['U', 'W']","['U', 'W']",
Essence Scatter,{1}{U},2.0,Instant,,,['U'],['U'],
Epic Confrontation,{1}{G},2.0,Sorcery,,,['G'],['G'],
Stealer of Secrets,{2}{U},3.0,Creature — Human Rogue,2,2,['U'],['U'],
Cackling Counterpart,{1}{U}{U},3.0,Instant,,,['U'],['U'],
Felidar Sovereign,{4}{W}{W},6.0,Creature — Cat Beast,4,6,['W'],['W'],
Tranquil Thicket,,0.0,Land,,,[],['G'],['G']
Flesh // Blood,{3}{B}{G} // {R}{G},7.0,Sorcery // Sorcery,,,"['B', 'G', 'R']","['B', 'G', 'R']",
Shadow Lance,{W},1.0,Enchantment — Aura,,,['W'],"['B', 'W']",
Noble Hierarch,{G},1.0,Creature — Human Druid,0,1,['G'],"['G', 'U', 'W']","['G', 'U', 'W']"
Crystalline Crawler,{4},4.0,Artifact Creature — Construct,1,1,[],[],"['B', 'G', 'R', 'U', 'W']"
Conqueror's Galleon // Conqueror's Foothold,,4.0,Artifact — Vehicle // Land,,,,[],['C']
Yotian Soldier,{3},3.0,Artifact Creature — Soldier,1,4,[],[],
Mardu Ascendancy,{R}{W}{B},3.0,Enchantment,,,"['B', 'R', 'W']","['B', 'R', 'W']",
Reverberate,{R}{R},2.0,Instant,,,['R'],['R'],
"Livio, Oathsworn Sentinel",{1}{W},2.0,Legendary Creature — Human Knight,2,2,['W'],['W'],
